,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
52094056,2013-03-18 14:24:00.00000086,10.0,2013-03-18 14:24:00 UTC,-73.987495,40.74984,-73.97383,40.750295,1
51021598,2015-04-29 13:22:11.00000011,10.5,2015-04-29 13:22:11 UTC,-73.9826889038086,40.73786544799805,-74.00634765625,40.72651290893555,1
51006390,2009-06-19 14:22:00.000000106,7.7,2009-06-19 14:22:00 UTC,-73.982618,40.766742,-73.990478,40.751458,2
5245799,2013-05-18 02:37:00.00000083,6.0,2013-05-18 02:37:00 UTC,-74.00834,40.725932,-73.99982,40.727127,1
28827458,2011-03-31 17:34:09.0000004,33.7,2011-03-31 17:34:09 UTC,-73.96571899999999,40.791979,-73.97637399999999,40.686215000000004,1
33206004,2009-05-17 13:01:00.00000020,4.5,2009-05-17 13:01:00 UTC,-73.99679,40.747578000000004,-73.996645,40.758102,5
32719412,2011-11-30 13:51:04.0000001,15.7,2011-11-30 13:51:04 UTC,-73.997272,40.750477000000004,-73.955004,40.771815000000004,1
44451784,2009-12-01 15:26:10.0000003,5.7,2009-12-01 15:26:10 UTC,-73.964303,40.756422,-73.95209799999999,40.773292,1
47501661,2009-03-13 07:07:00.00000012,6.9,2009-03-13 07:07:00 UTC,-73.951812,40.769172999999995,-73.96923699999999,40.757735,1
37758989,2014-01-10 06:20:35.0000003,10.0,2014-01-10 06:20:35 UTC,-74.00044799999999,40.747704,-73.965471,40.759391,1
29352112,2015-04-28 22:54:49.0000003,16.0,2015-04-28 22:54:49 UTC,-73.95362854003906,40.76710891723633,-73.90546417236328,40.74377822875977,1
30223209,2010-02-24 12:43:07.0000002,23.7,2010-02-24 12:43:07 UTC,-73.962734,40.804368,-74.01389,40.7024,3
1204312,2012-06-03 12:18:02.0000001,25.7,2012-06-03 12:18:02 UTC,-73.862765,40.770908,-73.989013,40.688776000000004,1
2511529,2014-12-24 05:54:45.0000001,8.0,2014-12-24 05:54:45 UTC,-73.91853,40.74333,-73.946696,40.749438,1
24116460,2010-01-18 02:18:16.0000001,10.5,2010-01-18 02:18:16 UTC,-74.00573399999999,40.743641,-74.006287,40.70833,2
42607669,2015-03-30 10:58:37.0000001,5.5,2015-03-30 10:58:37 UTC,-74.00164794921875,40.74094009399415,-74.00572967529298,40.75017547607422,1
36533403,2015-03-09 16:16:21.0000006,10.0,2015-03-09 16:16:21 UTC,-73.96003723144531,40.78062438964844,-73.97175598144531,40.76593399047852,1
16368093,2012-08-26 14:31:00.00000084,4.9,2012-08-26 14:31:00 UTC,-73.98187800000001,40.778721999999995,-73.987787,40.771163,3
43988293,2012-08-03 23:13:00.000000237,18.1,2012-08-03 23:13:00 UTC,-73.998515,40.747095,-73.967875,40.69529,5
34411049,2013-08-10 03:05:00.00000082,21.5,2013-08-10 03:05:00 UTC,-73.975285,40.735602,-73.97402199999999,40.795592,1
54724050,2010-02-08 22:31:38.0000001,5.7,2010-02-08 22:31:38 UTC,-74.002502,40.726696999999994,-73.993987,40.745090999999995,1
31052771,2014-05-30 16:05:00.000000123,17.0,2014-05-30 16:05:00 UTC,-74.013402,40.714062,-73.988897,40.758532,3
19083998,2012-02-28 15:42:26.0000001,16.5,2012-02-28 15:42:26 UTC,-73.87495799999999,40.774058000000004,-73.81254,40.713205,1
26849882,2012-06-20 11:21:30.0000003,6.9,2012-06-20 11:21:30 UTC,-73.983467,40.726277,-73.982605,40.739737,1
50524085,2014-09-23 07:48:01.0000001,11.0,2014-09-23 07:48:01 UTC,-73.989439,40.776503000000005,-73.966752,40.769882,1
46980382,2011-06-17 10:12:47.0000003,9.7,2011-06-17 10:12:47 UTC,-73.991901,40.73117,-73.992289,40.749283,1
31987610,2015-05-27 12:28:57.0000006,10.0,2015-05-27 12:28:57 UTC,-73.9585952758789,40.7641830444336,-73.96001434326173,40.779258728027344,1
41190950,2011-01-17 11:45:00.00000044,4.9,2011-01-17 11:45:00 UTC,-73.97704300000001,40.795833,-73.98905500000001,40.795602,3
8069435,2009-08-13 20:18:41.0000002,7.7,2009-08-13 20:18:41 UTC,-73.99238000000001,40.734704,-73.990077,40.756640999999995,1
50548438,2012-07-12 20:52:53.0000001,7.7,2012-07-12 20:52:53 UTC,-73.996127,40.75846,-73.99980699999999,40.753539,1
15947987,2010-09-11 08:07:58.0000001,6.1,2010-09-11 08:07:58 UTC,-73.955713,40.763913,-73.991062,40.742445000000004,1
12146482,2012-07-01 03:36:00.00000080,10.1,2012-07-01 03:36:00 UTC,-73.986885,40.76093,-73.95108499999999,40.782612,5
12776981,2009-05-09 17:06:06.0000002,7.7,2009-05-09 17:06:06 UTC,-73.992168,40.721211,-74.001862,40.736315999999995,1
3070805,2014-07-02 04:19:49.0000001,20.0,2014-07-02 04:19:49 UTC,-73.988212,40.7646,-73.940585,40.84888,2
13151858,2014-08-12 21:15:00.00000033,16.5,2014-08-12 21:15:00 UTC,-73.978385,40.762941999999995,-73.987015,40.720909999999996,6
3134344,2013-08-09 19:10:53.0000003,5.5,2013-08-09 19:10:53 UTC,-74.008418,40.734875,-74.00357199999999,40.725255,2
4883283,2011-06-22 00:51:53.0000006,12.1,2011-06-22 00:51:53 UTC,-74.001532,40.732103,-73.960319,40.763751,1
49249748,2012-08-23 12:09:00.00000095,7.7,2012-08-23 12:09:00 UTC,-73.999193,40.734142999999996,-73.985447,40.752897,1
7779070,2011-01-22 01:33:17.0000001,13.3,2011-01-22 01:33:17 UTC,-73.982218,40.771384999999995,-73.955748,40.745976,1
36350863,2013-11-02 21:33:35.0000003,6.0,2013-11-02 21:33:35 UTC,-73.968735,40.678385999999996,-73.97766899999999,40.663717999999996,1
40185071,2014-10-20 20:38:49.0000001,5.5,2014-10-20 20:38:49 UTC,-73.968822,40.75764,-73.979761,40.757928,1
45124323,2012-04-23 17:52:30.0000007,17.7,2012-04-23 17:52:30 UTC,-73.978966,40.744725,-73.938106,40.713885999999995,1
46684953,2011-11-26 17:51:56.0000002,6.9,2011-11-26 17:51:56 UTC,-73.9833,40.7414,-74.0044,40.7417,2
9626689,2014-05-06 15:56:00.000000129,8.5,2014-05-06 15:56:00 UTC,-73.97256999999999,40.759172,-73.95564300000001,40.76603,2
13576247,2013-02-18 18:50:00.000000228,14.0,2013-02-18 18:50:00 UTC,-73.978492,40.750282,-73.97018800000001,40.789105,2
42797427,2012-08-21 19:24:00.00000054,11.7,2012-08-21 19:24:00 UTC,-73.982105,40.778682,-73.985045,40.739622,1
20364251,2010-05-21 07:58:00.000000199,16.5,2010-05-21 07:58:00 UTC,-74.00590799999999,40.708587,-73.954925,40.765268,1
16492225,2013-03-26 09:19:53.0000003,5.5,2013-03-26 09:19:53 UTC,-73.983598,40.738008,-73.97617199999999,40.74856,1
3280388,2011-06-03 04:43:26.0000002,6.5,2011-06-03 04:43:26 UTC,-73.966277,40.764859,-73.984789,40.739596999999996,1
9359108,2009-11-27 21:52:00.000000140,4.1,2009-11-27 21:52:00 UTC,-73.98444,40.761075,-73.976288,40.763482,1
30829329,2013-07-22 21:13:00.00000020,5.5,2013-07-22 21:13:00 UTC,-73.97834499999999,40.76402,-73.96392,40.757882,3
30396991,2014-11-07 19:54:27.0000002,8.5,2014-11-07 19:54:27 UTC,-73.969177,40.757551,-73.97776400000001,40.763169,1
39890286,2015-01-09 07:59:03.0000001,5.0,2015-01-09 07:59:03 UTC,-73.98070526123048,40.76496505737305,-73.98619842529298,40.75588607788085,1
46000008,2011-07-16 21:26:00.00000024,11.7,2011-07-16 21:26:00 UTC,-73.96856,40.767346999999994,-74.006227,40.733182,2
22329970,2011-03-20 00:13:00.000000263,12.9,2011-03-20 00:13:00 UTC,-73.991405,40.69607,-73.99574799999999,40.740842,1
45348992,2014-07-29 15:30:02.0000002,6.0,2014-07-29 15:30:02 UTC,-73.982636,40.757145,-73.97510799999999,40.756003,1
25147711,2013-12-07 12:52:00.00000054,16.0,2013-12-07 12:52:00 UTC,-73.97574300000001,40.756817,-74.001692,40.719832000000004,1
26443446,2010-03-08 06:44:00.00000036,6.9,2010-03-08 06:44:00 UTC,-73.984135,40.737225,-73.980687,40.757867,1
6315068,2011-04-12 15:17:01.0000002,10.5,2011-04-12 15:17:01 UTC,-73.971254,40.782857,-73.977721,40.755790000000005,1
2245109,2014-04-04 21:58:00.000000180,10.0,2014-04-04 21:58:00 UTC,-73.983478,40.767955,-73.969045,40.790737,1
41772706,2012-09-19 18:26:25.0000004,36.0,2012-09-19 18:26:25 UTC,-73.962142,40.680555,-73.776342,40.645679,1
13661786,2013-09-27 19:55:30.0000003,12.0,2013-09-27 19:55:30 UTC,-73.999086,40.73973,-73.975782,40.755241,1
53605181,2012-09-02 03:34:00.00000071,25.7,2012-09-02 03:34:00 UTC,-73.935962,40.806365,-73.852515,40.872921999999996,2
37872188,2012-05-17 09:42:00.000000134,8.1,2012-05-17 09:42:00 UTC,-73.970455,40.799141999999996,-73.95503000000001,40.787395000000004,1
27089934,2010-07-18 16:47:00.000000148,5.7,2010-07-18 16:47:00 UTC,-73.991017,40.734997,-73.992288,40.749159999999996,1
31695587,2009-07-13 04:53:11.0000002,12.9,2009-07-13 04:53:11 UTC,-73.973569,40.792419,-73.940528,40.845458,1
48194050,2015-02-27 14:31:38.0000009,6.0,2015-02-27 14:31:38 UTC,-73.99276733398438,40.72429656982422,-74.00606536865234,40.73152160644531,2
53277524,2012-04-02 10:03:37.0000002,5.3,2012-04-02 10:03:37 UTC,-73.98986500000001,40.757115,-73.983079,40.772197999999996,1
33770811,2009-05-23 12:22:06.0000002,11.3,2009-05-23 12:22:06 UTC,-73.989246,40.739684000000004,-73.96271,40.772978,1
25927066,2011-03-22 08:10:53.0000003,4.9,2011-03-22 08:10:53 UTC,-73.987643,40.776225,-73.980739,40.76577,1
37996192,2015-02-10 09:58:58.00000010,22.0,2015-02-10 09:58:58 UTC,-73.96187591552734,40.79561614990234,-73.99207305908203,40.7380485534668,1
43884299,2011-05-08 14:43:00.00000012,9.3,2011-05-08 14:43:00 UTC,-73.95957800000001,40.782707,-73.98228,40.768017,5
49181204,2009-12-08 23:15:00.00000095,14.9,2009-12-08 23:15:00 UTC,-74.00525999999999,40.74108,-73.995822,40.682527,5
21909204,2013-12-16 10:37:42.0000002,6.5,2013-12-16 10:37:42 UTC,0.0,0.0,0.0,0.0,1
37304111,2012-05-17 09:19:32.0000003,9.7,2012-05-17 09:19:32 UTC,-73.978877,40.720184,-74.004385,40.741676,1
47577332,2011-03-23 11:26:00.000000129,4.1,2011-03-23 11:26:00 UTC,-74.00888,40.713255,-74.009378,40.719645,1
20608923,2010-02-25 10:20:11.0000005,8.9,2010-02-25 10:20:11 UTC,-73.98760899999999,40.74143,-73.98278499999999,40.762803999999996,1
38424131,2010-10-28 21:34:00.000000107,16.9,2010-10-28 21:34:00 UTC,0.0,0.0,0.0,0.0,3
42014902,2014-02-22 09:29:03.0000003,9.0,2014-02-22 09:29:03 UTC,-74.012288,40.701394,-73.997107,40.722165000000004,1
33323327,2010-08-24 19:25:00.000000175,8.9,2010-08-24 19:25:00 UTC,-74.015602,40.714667999999996,-73.999688,40.738868,1
45448077,2011-12-07 14:50:00.000000173,7.3,2011-12-07 14:50:00 UTC,-73.968347,40.832228,-73.954847,40.833925,1
14339700,2009-12-18 13:50:00.00000016,10.9,2009-12-18 13:50:00 UTC,-73.98725999999999,40.744713,-73.96100799999999,40.772445000000005,2
16686722,2009-04-22 23:19:00.00000060,13.7,2009-04-22 23:19:00 UTC,-73.996887,40.720197999999996,-73.97199499999999,40.67223,1
18517292,2014-05-07 16:12:00.00000049,7.5,2014-05-07 16:12:00 UTC,-74.008477,40.720557,-73.997263,40.725572,1
28994893,2011-03-15 20:15:58.00000010,6.1,2011-03-15 20:15:58 UTC,-73.96884200951101,40.76576939412,-73.981965540072,40.773913330116,1
5519703,2011-03-21 17:45:05.0000002,6.5,2011-03-21 17:45:05 UTC,-73.99255699999999,40.714019,-73.97908199999999,40.747003,1
32282463,2009-07-10 23:32:37.0000006,14.5,2009-07-10 23:32:37 UTC,-73.957828,40.772228000000005,-74.005852,40.737132,1
32338752,2013-09-23 09:07:18.0000001,57.33,2013-09-23 09:07:18 UTC,-73.99122,40.754664,-73.77631099999999,40.645212,1
42742846,2009-11-19 00:36:04.0000002,7.7,2009-11-19 00:36:04 UTC,-73.997339,40.741876,-73.998192,40.720942,3
54437100,2010-01-20 06:49:59.0000003,7.3,2010-01-20 06:49:59 UTC,-73.980047,40.785857,-73.99797099999999,40.760697,1
23427767,2009-07-13 15:32:10.0000003,8.5,2009-07-13 15:32:10 UTC,-73.996418,40.71926,-74.01223399999999,40.707533000000005,1
20355503,2009-02-19 08:19:00.000000208,7.3,2009-02-19 08:19:00 UTC,-73.965795,40.759832,-73.983463,40.736785,1
41999481,2010-12-31 17:14:00.00000051,49.8,2010-12-31 17:14:00 UTC,-73.95156999999999,40.741541999999995,-73.991843,40.744987,1
24003174,2012-10-19 11:38:44.0000003,9.5,2012-10-19 11:38:44 UTC,-73.97480999999999,40.758390000000006,-73.96163,40.778796,2
16207751,2009-03-19 09:25:21.0000001,10.5,2009-03-19 09:25:21 UTC,-73.962595,40.767283,-73.984641,40.741710999999995,1
13801783,2015-04-03 19:04:03.0000009,4.5,2015-04-03 19:04:03 UTC,-74.00967407226562,40.70547103881836,-74.00955963134766,40.712745666503906,1
54617715,2013-10-28 19:26:00.000000236,5.5,2013-10-28 19:26:00 UTC,-73.97737,40.78761,-73.98788,40.779509999999995,1
21622031,2011-12-22 08:16:34.0000004,12.9,2011-12-22 08:16:34 UTC,-73.986356,40.760768,-74.005742,40.715464000000004,1
6470541,2010-01-31 01:20:17.0000001,16.5,2010-01-31 01:20:17 UTC,-74.015265,40.708583000000004,-74.01398499999999,40.71328,2
51510038,2009-04-16 00:29:00.00000074,10.9,2009-04-16 00:29:00 UTC,-74.001012,40.725683000000004,-73.969397,40.749548,1
12946031,2010-09-12 16:26:59.0000001,13.7,2010-09-12 16:26:59 UTC,-73.972258,40.761745,-73.751885,40.719627,4
10783888,2011-11-26 10:04:11.0000002,17.3,2011-11-26 10:04:11 UTC,-73.9225,40.7437,-73.9996,40.7301,1
50644630,2009-06-30 07:13:00.00000039,18.9,2009-06-30 07:13:00 UTC,-74.01586,40.711055,-73.97301800000001,40.762605,1
5986294,2013-12-29 14:19:31.0000004,5.0,2013-12-29 14:19:31 UTC,-73.957018,40.777592999999996,-73.956988,40.782628,4
3747321,2014-05-29 19:23:57.0000001,5.0,2014-05-29 19:23:57 UTC,-73.971373,40.754978,-73.961338,40.756277000000004,1
28329087,2011-07-31 01:51:51.0000001,8.1,2011-07-31 01:51:51 UTC,-73.99469599999999,40.739067999999996,-73.99038399999999,40.760816,3
39120188,2013-08-16 07:46:00.000000112,12.0,2013-08-16 07:46:00 UTC,-73.97879,40.744605,-73.988893,40.768777,1
10500998,2009-01-10 12:52:38.0000002,4.5,2009-01-10 12:52:38 UTC,-73.981882,40.767154,-73.976332,40.762924,1
15530518,2015-05-19 22:35:56.0000002,5.0,2015-05-19 22:35:56 UTC,-73.98126220703125,40.77915954589844,-73.9697723388672,40.78981018066406,5
34655746,2010-03-13 22:29:49.0000002,9.7,2010-03-13 22:29:49 UTC,-73.979771,40.77533,-73.94730200000001,40.781034000000005,2
48639115,2012-02-22 07:49:51.0000003,7.7,2012-02-22 07:49:51 UTC,-73.985517,40.778301,-73.986565,40.756593,1
34541115,2012-06-19 21:16:00.00000095,22.5,2012-06-19 21:16:00 UTC,-74.001645,40.751332,-73.92825500000001,40.86561,2
3268252,2012-06-12 11:41:16.0000001,6.1,2012-06-12 11:41:16 UTC,-73.952088,40.786637,-73.96002,40.772861999999996,1
5992726,2011-09-20 22:04:00.00000089,9.7,2011-09-20 22:04:00 UTC,-73.956445,40.775568,-73.97908199999999,40.763852,2
42806767,2011-09-07 14:15:00.00000041,14.9,2011-09-07 14:15:00 UTC,-74.00953299999999,40.705928,-73.994863,40.750142,1
8308940,2011-02-17 04:27:00.0000008,6.9,2011-02-17 04:27:00 UTC,-74.005672,40.72562,-73.97909,40.721828,1
41718495,2011-05-29 22:07:00.000000102,7.7,2011-05-29 22:07:00 UTC,-73.95643000000001,40.813241999999995,-73.934882,40.80243,2
17884362,2013-01-23 05:39:00.00000016,6.5,2013-01-23 05:39:00 UTC,-73.982625,40.777522,-73.98236800000001,40.761495000000004,1
12250181,2010-02-11 20:06:38.0000002,6.5,2010-02-11 20:06:38 UTC,-73.97642900000001,40.739954,-73.98839100000001,40.724131,2
27056117,2011-02-03 17:16:07.0000003,14.5,2011-02-03 17:16:07 UTC,-73.962183,40.80545,-73.97075,40.761542999999996,1
196199,2012-09-07 08:37:00.00000098,7.5,2012-09-07 08:37:00 UTC,-73.945635,40.780225,-73.954515,40.765798,1
49675082,2012-06-01 06:20:57.0000002,9.7,2012-06-01 06:20:57 UTC,-73.98525,40.747276,-73.955426,40.76979,1
45775540,2009-03-23 19:17:27.0000003,8.3,2009-03-23 19:17:27 UTC,-74.010651,40.711422,-73.997667,40.725722,2
31840055,2012-09-05 19:56:13.0000005,10.5,2012-09-05 19:56:13 UTC,-73.971249,40.761881,-73.950925,40.782899,4
465871,2014-03-02 14:04:58.0000002,38.83,2014-03-02 14:04:58 UTC,-74.001175,40.731640000000006,-73.87100799999999,40.774254,1
10109474,2011-06-28 13:53:38.0000006,7.3,2011-06-28 13:53:38 UTC,-74.009305,40.715503000000005,-73.99462,40.726447,2
2154083,2011-12-29 19:46:00.000000114,8.1,2011-12-29 19:46:00 UTC,-73.974508,40.746691999999996,-73.97524200000001,40.718102,1
48575512,2013-09-16 16:02:08.0000007,57.33,2013-09-16 16:02:08 UTC,-73.992281,40.765674,-73.789631,40.647025,1
15971154,2009-01-30 06:20:58.0000001,10.9,2009-01-30 06:20:58 UTC,-73.97676899999999,40.747376,-73.939318,40.757222,1
27825145,2014-07-15 19:37:00.0000006,10.0,2014-07-15 19:37:00 UTC,-73.95192800000001,40.777807,-73.9679,40.755697,1
41610472,2010-08-26 21:07:00.000000231,4.5,2010-08-26 21:07:00 UTC,-73.990105,40.731542,-73.98366800000001,40.726525,2
11765850,2011-09-09 11:16:49.0000003,5.3,2011-09-09 11:16:49 UTC,-73.958431,40.764674,-73.96323100000001,40.773443,1
42417771,2010-10-08 22:57:00.00000048,45.0,2010-10-08 22:57:00 UTC,-73.995375,40.717202,-73.782768,40.644015,1
7746320,2009-04-15 14:59:55.0000002,5.3,2009-04-15 14:59:55 UTC,-73.984566,40.748721,-73.971763,40.750816,1
1459540,2010-02-19 13:00:00.00000062,4.9,2010-02-19 13:00:00 UTC,-74.010062,40.71246,-74.004688,40.72371,1
25104661,2011-08-21 15:29:57.0000002,5.3,2011-08-21 15:29:57 UTC,-73.989731,40.736849,-74.000736,40.742081,1
42588217,2014-03-28 06:14:30.0000001,5.0,2014-03-28 06:14:30 UTC,-73.981224,40.748653999999995,-73.973061,40.756694,1
44377838,2013-12-06 13:58:00.000000178,12.0,2013-12-06 13:58:00 UTC,-73.98978000000001,40.725937,-73.989818,40.72528,5
8388819,2011-04-14 01:49:37.0000002,13.3,2011-04-14 01:49:37 UTC,-74.00579599999999,40.740331,-73.961972,40.795297,1
33689905,2012-05-21 01:44:53.0000002,4.9,2012-05-21 01:44:53 UTC,-73.984215,40.767343,-73.980147,40.780708000000004,1
48621188,2013-02-20 05:32:00.00000014,8.0,2013-02-20 05:32:00 UTC,-73.975827,40.744965,-74.000827,40.747997,1
52846533,2009-01-14 21:40:00.00000035,4.5,2009-01-14 21:40:00 UTC,-73.949793,40.776175,-73.960593,40.7689,1
37403950,2014-10-04 18:03:00.00000027,22.5,2014-10-04 18:03:00 UTC,-73.95904,40.71673,-73.98604,40.75565,5
11982835,2014-01-29 21:46:00.00000037,9.5,2014-01-29 21:46:00 UTC,-73.977968,40.745667,-73.985232,40.76334,3
30376561,2010-06-24 08:57:14.0000002,6.1,2010-06-24 08:57:14 UTC,-73.97854699999999,40.756678,-73.993501,40.765454999999996,1
19553967,2011-06-30 15:39:55.0000001,7.3,2011-06-30 15:39:55 UTC,-73.991426,40.740548,-73.973718,40.743482,1
54512125,2014-05-23 15:21:51.0000005,7.0,2014-05-23 15:21:51 UTC,-74.009497,40.723484,-74.014882,40.71117,1
28721773,2009-03-27 21:12:00.000000130,8.5,2009-03-27 21:12:00 UTC,-73.97403800000001,40.74592,-73.961602,40.770975,5
48793256,2013-06-06 12:30:43.0000005,8.5,2013-06-06 12:30:43 UTC,-73.987685,40.743717,-73.981365,40.76018,1
23002414,2012-04-26 14:54:00.00000056,9.7,2012-04-26 14:54:00 UTC,-73.993833,40.728737,-74.01576999999999,40.714482000000004,5
35990287,2013-04-05 22:12:00.000000184,6.5,2013-04-05 22:12:00 UTC,-73.992072,40.743984999999995,-73.978598,40.753105,1
48705940,2012-11-27 07:35:00.000000149,7.5,2012-11-27 07:35:00 UTC,-73.963542,40.765725,-73.9561,40.783887,2
36777143,2010-01-23 16:36:30.0000001,3.7,2010-01-23 16:36:30 UTC,-73.94600799999999,40.77324,-73.951042,40.773447999999995,1
11694254,2010-10-24 01:51:07.0000002,4.9,2010-10-24 01:51:07 UTC,-73.996521,40.716586,-74.010335,40.71171,1
9497028,2014-07-09 15:00:00.000000124,26.33,2014-07-09 15:00:00 UTC,-74.00622299999999,40.741277000000004,-74.012008,40.67583,2
4495854,2011-04-27 15:40:00.000000184,8.9,2011-04-27 15:40:00 UTC,-73.98979200000001,40.759658,-73.974253,40.793238,2
24031505,2010-09-14 15:33:06.0000001,14.1,2010-09-14 15:33:06 UTC,-73.982727,40.762037,-73.98740500000001,40.760002,3
50812147,2014-03-13 08:40:00.000000143,10.0,2014-03-13 08:40:00 UTC,-74.008415,40.720447,-74.00341999999999,40.748815,1
24508000,2013-11-02 06:53:00.00000050,39.5,2013-11-02 06:53:00 UTC,-73.783552,40.648641999999995,-73.941218,40.722287,6
23235804,2011-07-06 01:30:00.00000019,3.7,2011-07-06 01:30:00 UTC,-73.943538,40.789158,-73.950372,40.779865,1
42186111,2010-03-05 18:01:09.0000003,4.9,2010-03-05 18:01:09 UTC,-73.871124,40.774065,-73.861814,40.768437,1
18348064,2009-12-11 19:46:53.0000004,16.5,2009-12-11 19:46:53 UTC,-73.95191,40.777838,-73.984861,40.719409999999996,1
16853425,2009-07-14 07:46:00.00000074,7.3,2009-07-14 07:46:00 UTC,-73.980677,40.733979999999995,-73.960933,40.761502,5
20859818,2009-04-10 08:50:34.0000003,8.9,2009-04-10 08:50:34 UTC,-73.96463299999999,40.773309000000005,-73.987301,40.763344000000004,2
23797406,2010-02-14 17:53:18.0000003,15.3,2010-02-14 17:53:18 UTC,-73.98944399999999,40.751226,-73.943774,40.776634,3
29417893,2009-10-11 02:27:55.0000003,26.1,2009-10-11 02:27:55 UTC,-73.972161,40.786361,-73.978643,40.684451,1
35556909,2009-12-10 00:41:59.0000001,25.3,2009-12-10 00:41:59 UTC,-73.98318,40.726626,-73.93748599999999,40.85321,1
24416809,2009-03-13 12:46:09.0000002,10.1,2009-03-13 12:46:09 UTC,-73.98378000000001,40.773823,-73.980145,40.750005,1
42272195,2012-06-06 20:22:00.000000201,49.8,2012-06-06 20:22:00 UTC,-74.00575,40.740190000000005,-73.792587,40.64441,1
20216250,2010-12-30 19:55:00.000000101,21.3,2010-12-30 19:55:00 UTC,-73.978163,40.76355,-74.01281,40.721065,1
27171307,2013-07-12 13:49:00.0000009,5.5,2013-07-12 13:49:00 UTC,-73.961562,40.77135,-73.967427,40.763395,6
47123690,2010-04-24 01:27:00.000000105,4.5,2010-04-24 01:27:00 UTC,-73.956165,40.771918,-73.951208,40.782272,2
54088174,2014-09-10 08:26:02.0000003,6.0,2014-09-10 08:26:02 UTC,-73.978942,40.752501,-73.98586,40.740949,1
36151044,2013-04-11 18:54:00.00000041,12.5,2013-04-11 18:54:00 UTC,-73.97865,40.762029999999996,-73.985697,40.746916999999996,6
38246455,2015-05-19 01:23:21.0000001,10.5,2015-05-19 01:23:21 UTC,-74.00672149658203,40.744140625,-73.99909210205078,40.72817611694336,1
51366507,2012-10-07 14:39:00.00000094,31.8,2012-10-07 14:39:00 UTC,-73.87439499999999,40.773947,-73.960215,40.766957,2
33932138,2009-02-13 18:11:00.000000150,13.7,2009-02-13 18:11:00 UTC,-73.986402,40.778573,-73.993638,40.729118,5
14487432,2011-09-21 14:15:01.0000006,4.9,2011-09-21 14:15:01 UTC,-73.980011,40.780776,-73.97007099999999,40.788962,1
27910018,2012-09-14 22:18:00.000000161,5.5,2012-09-14 22:18:00 UTC,-74.00595,40.71203,-74.00766800000001,40.705366999999995,6
20554905,2009-05-04 21:20:00.000000203,3.7,2009-05-04 21:20:00 UTC,-73.953817,40.782057,-73.951707,40.781197999999996,1
49408351,2012-04-17 21:14:00.000000146,21.7,2012-04-17 21:14:00 UTC,-73.99364,40.758621999999995,-73.993773,40.686797,1
24421868,2009-03-07 14:20:30.0000001,10.5,2009-03-07 14:20:30 UTC,-73.947255,40.784188,-73.982802,40.770140999999995,1
13562730,2010-12-29 09:24:16.0000002,15.3,2010-12-29 09:24:16 UTC,-73.97271500000001,40.75277,-74.011348,40.701752,1
6059490,2012-06-17 07:52:00.00000019,7.3,2012-06-17 07:52:00 UTC,-73.993452,40.73102,-74.013052,40.715037,1
20258167,2011-12-20 09:29:17.0000001,26.1,2011-12-20 09:29:17 UTC,-73.978594,40.762392,-73.87263,40.774353000000005,1
37414815,2013-12-08 11:23:50.0000001,9.0,2013-12-08 11:23:50 UTC,-73.94596800000001,40.781388,-73.952405,40.803287,1
38415451,2012-07-25 16:44:56.0000001,12.1,2012-07-25 16:44:56 UTC,-73.975461,40.752853,-73.99293,40.750403000000006,1
15685810,2012-05-03 20:57:00.00000010,10.1,2012-05-03 20:57:00 UTC,-74.00474799999999,40.737652000000004,-73.98333199999999,40.75065,2
45198393,2013-09-19 10:07:56.0000001,6.5,2013-09-19 10:07:56 UTC,-73.970388,40.756703,-73.95738100000001,40.765934,1
26476497,2010-01-02 08:04:00.00000042,8.5,2010-01-02 08:04:00 UTC,-73.962408,40.762803000000005,-73.991603,40.749552,2
52524117,2010-12-06 16:43:00.00000040,5.3,2010-12-06 16:43:00 UTC,0.0,0.0,0.0,0.0,1
50740769,2013-06-16 07:46:31.0000002,4.5,2013-06-16 07:46:31 UTC,-73.989017,40.753957,-73.996155,40.743557,1
4696015,2010-10-20 13:48:00.000000150,4.5,2010-10-20 13:48:00 UTC,-73.959568,40.770792,-73.953365,40.767068,3
5170173,2010-05-31 21:26:17.0000001,9.3,2010-05-31 21:26:17 UTC,-74.009723,40.706352,-73.985237,40.721999,1
4815043,2009-10-01 09:06:14.0000003,12.1,2009-10-01 09:06:14 UTC,-73.995338,40.725384000000005,-73.97323,40.763248,1
52397838,2013-02-04 20:15:00.000000244,9.0,2013-02-04 20:15:00 UTC,-73.99771700000001,40.716875,-73.98093,40.729647,1
4285540,2012-08-07 13:16:00.00000089,7.7,2012-08-07 13:16:00 UTC,-73.982192,40.731282,-74.004255,40.740512,6
28190807,2009-04-16 09:37:39.0000002,9.7,2009-04-16 09:37:39 UTC,-73.99136999999999,40.743938,-73.980389,40.760362,1
5627751,2013-11-13 15:40:32.0000001,4.0,2013-11-13 15:40:32 UTC,-73.955519,40.78275,-73.961749,40.779522,1
41143819,2011-01-19 19:52:50.0000001,14.1,2011-01-19 19:52:50 UTC,-74.00392,40.725627,-73.958464,40.772658,1
15562711,2011-04-19 08:41:00.000000265,12.1,2011-04-19 08:41:00 UTC,-73.978062,40.78295,-73.97527,40.753052000000004,1
